asn,google_total_hits,facebook_total_hits,wikipedia_total_hits,imgur_total_hits,youtube_total_hits,total_hits
264367,1299,10,143,29,229,1710
264368,418,8,274,5,81,786
264375,184,1,0,0,2,187
264381,1429,28,0,29,230,1716
264382,691,11,141,30,245,1118
264384,240,26,0,1,58,325
264385,222,0,0,7,7,236
264386,1063,60,287,41,567,2018
264389,508,19,141,29,194,891
264390,346,6,288,4,17,661
264391,290,19,0,26,52,387
264392,407,9,144,8,36,604
264393,327,5,285,2,73,692
264402,250,29,429,16,51,775
264404,793,6,556,4,26,1385
264406,59,1,0,4,4,68
264407,509,8,141,20,113,791
264411,229,14,0,0,15,258
264412,291,2,0,0,15,308
264413,424,1,0,3,14,442
264414,520,8,0,16,14,558
264417,254,4,0,4,27,289
264422,108,19,0,6,8,141
264425,371,31,0,40,197,639
264426,1726,14,4,35,411,2190
264428,760,2,0,0,10,772
264429,533,94,288,41,118,1074
264433,64,0,144,0,2,210
264434,339,1,0,0,26,366
264435,38,1,144,0,2,185
264437,279,13,0,11,37,340
264440,1560,31,143,43,301,2078
264441,190,7,0,10,11,218
264442,685,62,0,35,169,951
264443,270,15,0,15,100,400
264449,468,21,0,6,263,758
264450,451,3,0,3,171,628
264453,411,6,144,4,11,576
264455,157,4,0,8,33,202
264458,477,14,143,9,133,776
264459,309,4,144,2,14,473
264463,500,0,0,4,143,647
264464,91,2,141,0,4,238
264472,370,6,0,1,61,438
264477,315,75,147,9,95,641
264478,772,7,416,3,80,1278
264479,175,158,0,1,151,485
264480,552,4,0,0,115,671
264483,159,18,0,5,39,221
264484,450,1,0,9,4,464
264485,718,84,144,26,177,1149
264486,858,6,0,11,138,1013
264487,250,82,0,22,149,503
264490,519,3,0,5,145,672
264491,715,15,100,6,72,908
264492,526,9,141,27,159,862
264497,381,4,0,0,42,427
264500,263,48,0,23,99,433
264502,673,0,278,0,257,1208
264504,114,6,0,5,52,177
264508,1013,3,286,18,64,1384
26451,0,0,0,0,0,0
264510,186,12,0,2,40,240
264513,388,28,0,0,65,481
264514,400,2,284,13,50,749
264516,0,0,0,0,0,0
264517,698,6,0,2,117,823
264518,147,65,0,19,101,332
264523,160,66,0,24,118,368
264524,576,5,0,29,149,759
264526,236,1,0,1,18,256
264527,229,59,99,26,56,469
264530,287,5,141,1,27,461
264533,174,11,0,4,72,261
264536,253,3,0,1,65,322
264537,34,1,0,0,1,36
264538,536,15,0,17,257,825
264542,91,6,278,1,1,377
264543,965,8,146,8,200,1327
264544,593,8,0,12,55,668
264547,938,8,283,12,210,1451
264548,232,2,0,0,1,235
264550,1140,30,143,32,354,1699
264551,191,7,144,2,14,358
264552,664,29,144,13,118,968
264554,236,49,139,7,67,498
264556,207,9,144,1,95,456
264557,461,1,0,5,17,484
264565,598,21,44,0,85,748
264566,67,9,0,7,56,139
264570,149,60,139,19,140,507
264571,584,18,0,19,157,778
264575,665,6,143,8,21,843
264577,609,9,0,25,95,738
264579,339,0,274,0,33,646
264580,468,3,143,0,33,647
264582,488,0,0,0,12,500
264585,434,1,139,0,12,586
264586,168,3,0,1,5,177
264587,521,5,0,10,103,639
264590,328,3,0,1,117,449
264592,411,0,0,0,166,577
264596,207,71,0,12,18,308
264597,407,2,0,10,36,455
264598,366,16,143,6,37,568
264600,468,0,0,8,199,675
264602,528,16,0,1,56,601
264603,175,2,0,11,2,190
264611,42,5,0,0,2,49
264619,306,173,276,24,28,807
264625,167,92,0,13,47,319
26463,0,0,0,0,0,0
264631,403,8,143,15,19,588
264634,165,90,0,10,41,306
26464,0,0,0,0,0,0
264641,162,43,0,5,91,301
264642,902,325,95,10,72,1404
264643,140,15,0,0,12,167
264651,164,68,108,5,33,378
264656,191,164,98,19,79,551
264657,612,154,229,0,50,1045
264658,0,0,0,0,0,0
264669,159,67,72,2,17,317
264673,153,50,144,0,11,358
264675,165,82,89,4,25,365
264679,262,125,262,11,16,676
264681,1166,434,336,63,262,2261
264685,171,76,124,14,50,435
264688,360,271,101,19,99,850
264689,169,116,144,22,39,490
264691,145,24,0,0,7,176
264692,122,70,144,14,5,355
264697,87,6,0,1,27,121
264701,161,93,0,13,62,329
264702,268,11,0,8,17,304
264704,167,111,144,24,46,492
264708,152,45,136,4,23,360
264712,164,84,83,9,18,358
264715,175,94,0,16,59,344
264716,165,100,144,13,12,434
26472,0,0,0,0,0,0
264723,167,121,0,8,35,331
264725,171,98,144,12,41,466
264726,121,92,0,12,4,229
264732,482,271,277,31,109,1170
264733,637,0,96,0,22,755
264736,1,1,0,0,0,2
264737,93,55,0,9,9,166
264739,186,95,0,13,28,322
264740,216,61,245,7,30,559
264741,283,118,0,5,24,430
264742,215,112,0,20,20,367
264743,173,90,144,24,38,469
264748,134,9,144,0,6,293
264752,162,114,144,18,20,458
264754,0,6,0,4,1,11
264756,374,12,144,0,8,538
264757,170,34,0,0,13,217
264758,431,206,0,11,43,691
264759,402,45,13,9,20,489
264760,101,27,0,0,6,134
264761,180,78,144,12,9,423
264765,340,215,144,33,81,813
264767,282,57,0,7,42,388
264768,241,71,0,8,27,347
264770,634,0,0,6,9,649
264771,300,130,141,17,67,655
264774,264,135,92,15,70,576
264776,122,75,0,11,44,252
264780,1450,416,22,53,480,2421
264781,166,90,34,17,56,363
264784,434,24,0,7,188,653
264786,147,35,0,4,45,231
264787,146,55,144,7,59,411
26479,0,0,0,0,0,0
264790,150,20,144,0,4,318
264791,67,7,0,0,1,75
264795,169,96,144,12,37,458
264797,871,304,195,33,56,1459
26480,196,0,0,0,6,202
264800,159,108,0,27,56,350
264806,165,64,144,10,63,446
264808,0,1,0,0,1,2
264809,225,52,144,4,13,438
264810,93,9,0,1,5,108
264814,295,91,100,26,104,616
264822,137,32,0,4,0,173
264827,201,61,84,14,29,389
264830,703,170,243,9,40,1165
264831,156,74,0,10,21,261
264832,170,80,0,13,11,274
264838,180,117,0,32,117,446
264849,149,15,0,5,14,183
264852,114,46,135,6,9,310
264856,666,346,352,26,120,1510
264857,251,90,144,0,23,508
264859,144,61,144,10,21,380
264861,434,0,144,7,193,778
264862,373,2,0,0,11,386
264863,298,5,0,11,22,336
264865,440,7,0,12,76,535
264866,228,11,0,10,100,349
264867,349,2,0,6,8,365
264868,422,6,0,15,136,579
264869,457,2,157,5,147,768
264870,287,2,0,0,12,301
264871,324,32,0,10,66,432
264872,244,18,0,14,38,314
264873,209,43,0,14,63,329
264876,466,2,144,11,36,659
264877,466,0,287,9,103,865
264880,833,11,288,16,105,1253
264881,1043,17,144,13,203,1420
264882,206,0,18,0,51,275
264884,320,22,0,21,148,511
264885,153,2,0,3,2,160
264886,617,43,0,14,181,855
264887,366,37,144,2,74,623
264888,364,6,0,5,94,469
264889,474,6,0,14,73,567
264890,36,0,0,0,61,97
264891,231,0,143,0,6,380
264893,112,1,0,1,54,168
264894,502,4,0,11,123,640
264896,409,0,0,2,38,449
264897,637,78,144,33,265,1157
264900,486,16,0,27,155,684
264901,419,1,0,2,30,452
264902,155,5,144,7,52,363
264903,383,6,144,0,82,615
264904,398,4,0,2,86,490
264906,678,57,0,3,151,889
264908,355,1,0,0,27,383
264909,902,16,287,13,263,1481
264910,312,2,288,3,4,609
264911,388,7,0,5,92,492
264912,439,16,0,10,99,564
264913,468,8,288,21,184,969
264916,12,0,0,1,0,13
264917,462,30,0,22,196,710
264919,109,9,0,0,7,125
264920,263,1,0,0,82,346
264921,447,1,0,1,91,540
264923,440,2,0,1,227,670
264925,315,25,0,10,18,368
264927,1209,30,143,43,349,1774
264929,478,5,0,2,120,605
264930,458,6,0,13,130,607
264931,113,2,0,3,123,241
264933,423,0,0,1,23,447
264934,282,3,0,2,175,462
264939,513,0,144,0,180,837
264940,406,4,0,2,78,490
264943,1349,3,431,5,18,1806
264944,556,10,0,20,337,923
264946,547,4,0,3,75,629
264947,434,0,0,5,63,502
264948,302,12,0,16,117,447
264950,144,2,0,1,121,268
264951,606,3,0,33,173,815
264952,912,79,0,23,263,1277
264953,499,2,0,1,102,604
264954,441,9,144,14,41,649
264955,563,19,144,0,167,893
264956,499,9,0,3,89,600
264959,282,89,0,38,150,559
26496,94,6,0,9,17,126
264961,348,9,0,4,71,432
264962,465,13,0,9,171,658
264963,285,16,0,7,61,369
264964,221,0,144,0,3,368
264965,190,1,0,1,1,193
264968,221,23,144,10,106,504
264970,202,0,0,4,6,212
264972,678,19,425,53,202,1377
264973,277,2,139,2,7,427
264975,387,4,0,9,23,423
264976,396,20,144,1,143,704
264978,465,0,4,0,25,494
264981,572,90,0,18,69,749
264982,276,44,4,13,106,443
264983,150,23,172,4,38,387
264986,105,0,137,0,0,242
264987,290,0,0,0,7,297
264988,419,2,0,0,100,521
264990,297,11,0,21,36,365
264992,250,2,0,0,28,280
265000,596,16,87,6,84,789
265001,475,4,0,3,38,520
265003,354,0,0,3,19,376
265004,383,14,16,9,38,460
265006,254,6,0,5,34,299
265007,142,1,0,0,10,153
265009,51,2,144,0,1,198
265013,169,1,0,0,4,174
265014,566,8,420,12,156,1162
265015,464,3,2,4,64,537
265016,327,11,30,20,40,428
265018,171,2,123,1,15,312
265019,440,11,0,16,83,550
265021,335,1,0,1,32,369
265022,266,115,144,46,138,709
265023,564,2,0,1,32,599
265025,273,3,287,2,40,605
265026,365,0,432,0,8,805
265027,94,12,0,4,41,151
265028,329,1,97,0,7,434
265029,414,3,144,9,41,611
265030,373,36,0,10,149,568
265032,451,2,137,4,61,655
265033,188,14,150,6,29,387
265036,538,8,0,12,184,742
265037,251,25,136,2,158,572
265040,340,9,0,1,153,503
265041,357,8,139,23,74,601
265043,404,7,423,9,100,943
265045,544,8,0,2,74,628
265048,619,21,0,8,78,726
265051,297,1,0,0,90,388
265054,585,3,0,9,96,693
265055,241,1,144,1,42,429
265056,409,3,144,7,205,768
265059,548,12,0,6,87,653
265060,475,6,0,20,116,617
265062,422,24,0,23,278,747
265065,644,15,144,18,189,1010
265066,521,128,2,33,150,834
265067,424,2,0,1,66,493
265070,370,1,0,15,34,420
265072,501,15,0,4,87,607
265074,243,50,192,27,89,601
265075,541,49,386,39,255,1270
265076,271,10,0,6,14,301
265078,422,3,0,11,56,492
265079,392,1,0,1,7,401
265081,487,16,0,19,161,683
265082,218,0,0,0,2,220
265083,279,0,0,0,7,286
265085,295,0,144,0,16,455
265086,392,53,0,7,125,577
265087,221,68,0,25,51,365
265089,550,7,0,2,140,699
265090,177,1,0,0,7,185
265091,249,2,0,2,47,300
265093,291,9,0,1,6,307
265094,323,12,143,10,132,620
265095,518,16,141,14,250,939
265097,511,2,0,0,33,546
265098,480,15,0,22,128,645
265099,85,2,0,0,1,88
265100,279,60,136,29,103,607
265102,527,2,141,0,3,673
265103,604,1,0,2,70,677
265104,378,1,2,4,12,397
265106,353,7,0,10,32,402
265107,170,1,0,0,61,232
265109,237,3,32,2,34,308
265111,379,29,0,15,168,591
265112,380,11,141,9,127,668
265113,589,2,2,25,211,829
265114,255,9,0,7,98,369
265116,258,56,0,16,94,424
265117,295,0,144,1,4,444
265118,644,19,285,7,220,1175
265121,609,4,0,10,145,768
265123,786,0,154,4,13,957
265124,281,3,0,9,108,401
265125,440,15,0,4,122,581
265126,866,8,154,22,233,1283
265127,197,29,0,8,39,273
265128,615,8,0,11,205,839
265129,173,1,0,1,10,185
265130,437,5,402,17,18,879
265131,0,0,0,0,0,0
265132,220,7,0,0,38,265
265134,207,0,200,0,86,493
265136,694,37,0,20,244,995
265137,237,1,0,1,7,246
265138,648,38,144,32,349,1211
265140,588,28,429,13,325,1383
265141,1575,1,278,3,141,1998
265142,108,0,0,4,18,130
265143,330,9,0,8,73,420
265144,572,65,144,41,327,1149
265148,544,3,0,0,51,598
265152,398,3,0,4,37,442
265153,404,1,0,0,18,423
265154,570,21,0,16,211,818
265155,352,16,0,16,91,475
265157,119,10,0,1,28,158
265164,196,0,0,4,46,246
265166,517,3,284,1,68,873
265171,749,27,103,20,26,925
265172,668,35,287,28,417,1435
265173,162,1,141,6,14,324
265176,219,10,143,2,31,405
265177,82,1,259,0,1,343
265178,348,1,0,3,14,366
265181,373,100,0,27,145,645
265185,257,6,0,6,4,273
265186,185,28,143,8,66,430
265187,319,0,100,0,62,481
265188,486,34,143,39,249,951
265189,977,1,431,0,30,1439
265191,203,9,0,1,68,281
265198,644,13,143,21,77,898
265200,192,0,271,0,4,467
265205,203,19,143,10,102,477
265207,596,7,287,6,103,999
265209,300,8,144,5,7,464
265211,603,0,0,0,26,629
265213,439,7,11,15,70,542
265215,238,10,0,5,129,382
265220,582,8,0,22,109,721
265221,146,3,0,2,31,182
265223,580,14,144,1,26,765
265224,529,0,0,0,55,584
265227,390,0,0,0,93,483
26523,65,0,0,0,2,67
265230,212,1,0,9,50,272
265231,492,1,144,0,18,655
265233,1300,1,143,1,93,1538
265234,912,9,132,15,136,1204
265237,635,9,0,39,167,850
265239,879,3,0,4,95,981
265241,997,15,144,3,107,1266
265243,45,1,0,1,7,54
265244,157,19,0,0,22,198
265246,288,0,0,0,1,289
265247,723,4,376,6,53,1162
265250,345,2,0,2,32,381
265256,136,32,0,25,43,236
265259,492,3,0,8,114,617
265260,442,11,144,9,196,802
265265,365,2,270,0,22,659
265266,88,0,144,0,127,359
265267,615,8,144,18,338,1123
265271,396,28,0,34,186,644
265275,601,2,0,8,72,683
265278,31,25,0,34,74,164
265279,775,2,0,2,64,843
265281,416,1,288,1,80,786
265286,232,25,144,13,77,491
265287,158,3,144,0,26,331
265288,461,18,0,16,201,696
265289,271,20,144,1,61,497
265291,406,23,0,19,102,550
265293,367,5,24,3,4,403
265295,429,1,0,3,41,474
265296,427,14,0,17,130,588
265298,452,3,168,3,48,674
265299,638,64,288,5,233,1228
265301,395,45,144,22,99,705
265302,444,22,0,19,139,624
265303,1394,23,286,26,61,1790
265304,186,1,145,0,2,334
265305,102,1,76,3,8,190
265308,321,30,144,7,69,571
265314,64,12,0,4,93,173
265315,390,79,144,26,140,779
265317,407,29,144,23,112,715
265318,535,8,144,13,87,787
265319,287,79,0,6,116,488
265321,501,1,0,7,65,574
265324,510,2,111,1,11,635
265327,407,0,0,0,33,440
265328,182,5,93,0,2,282
265330,80,6,0,7,15,108
265336,424,9,0,1,11,445
265338,376,17,144,0,22,559
265339,389,8,144,11,138,690
265341,550,15,0,17,132,714
265343,336,5,0,0,43,384
265345,420,4,144,1,25,594
265349,169,9,0,1,5,184
265350,585,1,0,0,27,613
265354,543,21,396,24,209,1193
265355,77,17,28,0,2,124
265356,375,18,144,1,54,592
265357,360,9,131,9,99,608
265358,150,14,0,3,31,198
265359,378,9,0,12,166,565
265361,514,1,172,1,28,716
265364,447,40,144,12,158,801
265367,186,0,0,0,2,188
265369,314,28,156,30,77,605
265370,447,7,144,12,150,760
265371,271,0,0,1,9,281
265378,192,5,0,4,40,241
265381,316,3,143,0,22,484
265382,372,1,144,1,31,549
265388,419,4,428,2,47,900
265393,298,56,0,44,125,523
265394,421,2,0,2,43,468
265395,411,23,196,30,198,858
265396,281,0,0,4,31,316
265398,484,2,0,9,72,567
265401,481,4,0,0,37,522
265403,164,7,111,0,23,305
265405,437,0,0,2,43,482
265407,494,20,0,1,126,641
265409,531,17,141,4,16,709
265410,444,1,288,17,44,794
265411,566,5,282,12,180,1045
265412,290,6,0,4,40,340
265413,214,0,0,1,5,220
265414,64,11,0,22,77,174
265415,215,0,0,1,99,315
265417,362,13,139,8,105,627
265419,128,4,0,1,2,135
265420,611,15,0,4,120,750
265424,429,1,141,5,22,598
265427,505,8,139,1,87,740
265428,454,2,277,2,52,787
265429,257,41,141,14,60,513
265430,412,13,286,7,63,781
265432,339,15,255,9,43,661
265434,200,47,0,24,52,323
265436,86,23,0,14,128,251
265437,92,11,144,0,13,260
265439,227,4,0,0,26,257
265440,522,8,0,11,156,697
265441,212,1,0,0,10,223
265443,49,0,0,0,0,49
265445,433,17,0,12,21,483
265446,3,0,0,0,1,4
265448,269,11,0,13,144,437
265452,40,1,0,0,0,41
265453,44,2,0,1,2,49
265455,337,1,0,0,5,343
265459,441,16,0,12,223,692
26546,690,3,4,1,132,830
265460,509,9,0,7,73,598
265461,387,66,0,22,242,717
265464,397,5,144,7,8,561
265465,663,20,144,11,140,978
265466,209,2,0,4,19,234
265467,198,13,0,6,47,264
265468,500,33,0,25,150,708
265472,317,6,0,0,21,344
265473,418,2,0,1,7,428
265475,397,22,144,30,214,807
265476,433,0,144,0,144,721
265477,339,37,141,24,186,727
265481,338,1,146,6,60,551
265482,566,7,0,19,135,727
265483,186,39,0,18,74,317
265485,493,15,0,13,182,703
265488,73,0,0,0,13,86
265489,672,76,144,17,244,1153
265491,457,10,288,7,140,902
265495,118,53,0,0,13,184
265496,434,10,0,9,92,545
265497,163,1,0,1,3,168
265498,282,1,0,0,2,285
265499,472,36,0,26,118,652
26554,0,0,0,0,0,0
265554,26,15,13,0,1,55
26557,0,0,0,0,0,0
265573,0,0,0,0,0,0
265577,261,2,56,4,50,373
265585,0,0,0,0,0,0
265594,0,0,0,0,0,0
265626,137,4,10,7,69,227
265627,0,0,0,0,0,0
265630,324,179,139,36,106,784
265634,153,21,0,0,8,182
265637,66,46,0,10,6,128
265638,151,67,143,5,16,382
265639,165,95,141,10,38,449
265642,825,137,15,20,61,1058
265643,1,5,0,1,0,7
265646,156,58,0,7,27,248
265648,117,65,0,5,1,188
265653,31,18,0,0,1,50
265659,149,55,144,5,21,374
265661,304,15,144,1,60,524
265662,139,85,95,11,46,376
265663,367,43,0,10,20,440
265673,163,64,144,13,18,402
265674,145,45,0,8,17,215
265675,230,105,144,22,89,590
265676,154,90,144,14,23,425
265679,3,4,16,0,2,25
265683,18,32,0,10,17,77
265686,162,109,144,21,43,479
265689,178,2,0,3,50,233
265692,11,4,0,0,1,16
265697,166,69,79,9,8,331
265699,162,93,36,10,24,325
265701,1,0,144,0,0,145
265703,340,136,231,25,92,824
265704,229,125,144,4,18,520
265705,41,16,26,9,1,93
265707,200,99,131,11,29,470
265708,163,85,0,6,40,294
