asn,google_total_hits,facebook_total_hits,wikipedia_total_hits,imgur_total_hits,youtube_total_hits,total_hits
268459,522,14,0,8,131,675
268462,389,1,0,10,29,429
268463,351,2,0,3,56,412
268466,473,12,0,4,141,630
268467,279,15,0,3,73,370
268468,390,1,0,0,9,400
268469,235,24,0,21,90,370
268472,153,12,0,16,41,222
268473,401,5,0,7,29,442
268474,221,0,0,0,7,228
268476,584,19,0,18,158,779
268477,316,28,0,0,73,417
268478,298,11,0,5,53,367
268480,386,26,0,12,123,547
268481,160,0,0,1,1,162
268482,434,8,143,5,166,756
268483,459,59,0,25,113,656
268485,157,1,0,4,77,239
268489,350,1,0,1,8,360
268490,304,3,0,3,13,323
268491,329,0,0,0,101,430
268492,496,23,0,11,178,708
268493,596,31,0,19,206,852
268494,413,2,0,1,43,459
268496,474,1,0,1,19,495
268500,297,2,144,0,36,479
268502,360,0,0,0,99,459
268504,601,9,0,7,186,803
268505,611,7,144,7,203,972
268506,281,1,0,1,3,286
268508,111,3,143,13,48,318
268509,539,3,0,6,94,642
268510,346,19,0,14,45,424
268513,161,0,0,1,2,164
268514,174,5,0,4,19,202
268516,622,18,0,26,197,863
268517,538,2,0,8,114,662
268520,625,13,0,26,213,877
268522,429,4,0,8,104,545
268523,409,15,0,19,237,680
268524,279,3,0,7,141,430
268525,448,20,144,31,116,759
268527,468,11,0,12,49,540
268529,163,9,0,1,39,212
268532,224,18,0,12,45,299
268534,243,0,0,0,109,352
268537,251,44,0,16,84,395
268538,377,5,0,4,37,423
26854,508,2,0,1,2,513
268540,189,11,0,1,11,212
268541,243,4,0,11,35,293
268542,186,1,141,0,4,332
268543,436,7,0,8,193,644
268546,380,8,143,2,55,588
268548,694,18,287,11,239,1249
268550,202,1,19,0,8,230
268551,41,0,0,0,37,78
268552,423,1,173,4,76,677
268554,176,6,0,11,57,250
268556,65,31,0,18,77,191
268557,494,2,0,7,61,564
268559,270,0,0,3,18,291
268560,614,3,0,11,113,741
268561,386,10,0,4,145,545
268562,276,6,0,12,169,463
268563,308,8,0,9,259,584
268565,399,0,286,8,95,788
268568,190,71,0,20,113,394
268570,389,1,0,6,189,585
268571,410,0,0,10,222,642
268572,410,0,399,1,85,895
268573,364,18,287,7,147,823
268574,397,0,0,0,14,411
268576,414,12,282,9,118,835
268578,67,0,0,0,0,67
268579,132,1,0,0,2,135
268580,188,20,0,16,127,351
268581,662,39,0,49,211,961
268583,410,1,0,2,22,435
268587,162,1,0,0,11,174
268588,181,21,144,0,38,384
268590,293,1,0,0,32,326
268592,305,6,397,8,74,790
268593,323,1,0,1,16,341
268594,19,0,143,1,1,164
268595,228,3,240,5,80,556
268596,266,1,144,2,30,443
268597,399,3,0,2,6,410
2686,414,0,26,0,0,440
26860,0,0,0,0,0,0
268600,437,19,0,5,78,539
268601,197,33,0,15,105,350
268602,366,2,0,4,44,416
268603,287,1,0,1,16,305
268605,458,26,143,38,243,908
268606,401,2,143,4,50,600
268607,579,1,141,8,133,862
268609,575,35,0,18,229,857
268610,605,1,0,17,104,727
268611,208,62,15,30,81,396
268613,160,7,19,11,55,252
268614,145,49,284,4,53,535
268616,462,26,147,11,134,780
268617,492,67,281,14,110,964
268618,403,1,0,0,8,412
268619,248,0,8,0,6,262
268621,386,3,208,7,115,719
268622,431,6,0,10,70,517
268628,552,28,0,45,297,922
268630,614,3,10,4,103,734
268631,490,19,101,33,216,859
268632,262,68,200,7,111,648
268633,179,24,0,15,35,253
268634,470,10,0,10,66,556
268635,297,8,143,3,67,518
268637,246,30,143,22,177,618
26864,0,0,48,0,0,48
268640,150,0,130,0,52,332
268641,244,11,0,4,72,331
268643,562,26,430,11,148,1177
268645,573,11,286,7,161,1038
268646,524,1,278,0,299,1102
268647,426,26,145,18,177,792
268650,251,1,141,1,126,520
268651,619,12,0,21,160,812
268653,216,0,143,5,71,435
268654,417,9,0,12,154,592
268658,417,3,0,4,53,477
268659,489,9,0,10,39,547
268660,124,0,143,6,2,275
268661,502,36,0,25,278,841
268662,356,36,0,17,89,498
268665,505,7,0,24,182,718
268667,372,1,0,0,24,397
268668,273,4,144,2,137,560
268669,215,8,345,2,36,606
268670,432,0,0,6,48,486
268671,547,14,143,8,141,853
268672,514,8,0,2,53,577
268674,260,36,0,16,69,381
268675,0,59,0,0,0,59
268676,407,29,0,5,95,536
268678,519,3,0,7,84,613
268679,257,2,0,3,66,328
268681,429,5,0,22,78,534
268682,396,0,0,0,126,522
268683,244,19,0,20,126,409
268684,464,12,0,17,207,700
268686,573,44,0,25,217,859
268689,351,13,0,19,142,525
268690,571,7,144,6,125,853
268691,419,3,144,9,76,651
268694,255,3,0,17,128,403
268695,461,3,0,11,72,547
268696,140,31,0,7,35,213
268698,695,21,0,16,274,1006
268699,378,0,0,4,17,399
2687,473,60,2,0,4,539
268700,547,0,0,13,5,565
268701,146,28,0,23,69,266
268706,120,8,141,0,22,291
268708,314,2,0,8,19,343
26871,129,0,0,0,0,129
268710,385,19,253,25,185,867
268713,259,1,223,1,4,488
268714,306,5,144,7,22,484
268715,485,2,148,13,215,863
268717,372,5,285,9,116,787
268719,406,7,144,27,181,765
268720,365,9,0,2,63,439
268721,684,9,426,20,157,1296
268723,169,5,2,6,16,198
268725,611,2,143,8,106,870
268726,591,5,143,17,37,793
268728,141,27,144,16,51,379
268729,448,5,0,11,159,623
26873,167,0,0,0,57,224
268730,386,1,0,1,32,420
268732,236,43,0,35,76,390
268733,247,1,0,4,75,327
268734,546,7,0,7,16,576
268735,467,13,0,17,160,657
268736,518,0,143,4,25,690
268738,959,19,144,31,429,1582
268740,418,1,0,1,43,463
268746,0,9,0,0,0,9
268747,510,22,0,18,226,776
268749,410,2,0,8,156,576
268751,182,1,143,0,12,338
268753,125,2,147,1,14,289
268754,242,0,0,0,2,244
268755,331,45,143,16,58,593
268756,214,2,51,1,35,303
268757,459,3,72,0,37,571
268761,279,13,283,13,153,741
268762,405,9,143,16,42,615
268764,519,2,257,5,23,806
268765,306,93,13,12,42,466
268768,151,8,132,5,7,303
268771,617,9,0,17,188,831
268772,479,34,144,24,250,931
268773,99,2,12,7,18,138
268774,214,3,144,7,40,408
268778,446,22,0,23,114,605
268781,387,12,143,14,95,651
268782,307,21,0,5,24,357
268784,188,0,144,0,0,332
268787,686,1,0,1,20,708
268788,212,0,0,4,116,332
268789,299,39,0,33,176,547
268790,268,14,0,5,25,312
268791,407,1,114,5,34,561
268793,442,5,0,0,48,495
268795,458,29,2,17,252,758
268796,561,2,0,2,30,595
268797,168,1,0,5,13,187
268798,190,0,144,6,36,376
268801,362,17,0,5,84,468
268802,311,1,0,1,144,457
268803,510,12,0,7,60,589
268804,261,0,0,0,3,264
268805,337,8,144,2,18,509
268806,330,2,141,1,3,477
268810,221,2,0,3,27,253
268811,54,1,0,0,41,96
268815,236,42,0,15,88,381
268817,353,11,0,8,132,504
268818,237,0,0,0,18,255
268821,226,7,0,4,79,316
268822,217,26,0,8,49,300
268823,290,0,0,0,7,297
268824,591,12,0,29,156,788
268828,377,21,0,7,145,550
268831,568,14,0,11,162,755
268832,463,6,144,16,121,750
268834,440,7,0,20,64,531
268838,329,2,0,0,23,354
268842,397,6,118,17,158,696
268847,342,5,0,8,71,426
268848,287,57,241,13,77,675
268853,320,34,139,7,21,521
268855,202,10,2,0,28,242
268859,316,2,273,5,12,608
268860,551,8,0,14,181,754
268861,202,1,0,0,10,213
268863,175,0,143,0,6,324
268866,462,18,141,8,153,782
268869,621,9,336,11,120,1097
268871,379,4,0,1,66,450
268873,604,70,428,46,361,1509
268874,191,0,0,13,67,271
268875,298,84,0,38,132,552
268879,384,1,0,4,26,415
268880,401,21,0,21,100,543
268881,152,0,0,4,9,165
268882,280,1,144,0,3,428
268884,370,0,0,0,8,378
268885,446,3,0,5,109,563
268886,247,1,143,1,32,424
268887,563,6,396,5,83,1053
268888,362,8,0,9,120,499
268890,90,0,0,0,26,116
268891,34,1,0,1,7,43
268892,430,8,0,7,111,556
268893,441,5,0,2,89,537
268894,124,0,0,0,2,126
268896,484,4,143,5,81,717
268899,307,17,0,26,57,407
268900,401,0,0,0,3,404
268902,199,0,0,6,59,264
268904,437,23,0,10,113,583
268905,222,43,0,8,82,355
268906,61,0,144,0,7,212
268907,20,2,0,0,0,22
268909,469,11,144,7,147,778
268910,516,0,0,8,11,535
268911,379,3,0,6,23,411
268915,543,10,287,1,144,985
268916,577,14,144,24,230,989
268917,361,1,144,5,38,549
268919,391,2,143,1,55,592
268920,457,0,144,0,78,679
268923,400,2,118,7,48,575
268924,569,6,0,21,167,763
268926,504,16,144,21,177,862
268928,364,0,0,0,5,369
268929,457,2,0,0,29,488
268931,419,20,0,35,138,612
268933,305,8,0,7,81,401
268934,615,10,143,24,140,932
26894,0,0,0,0,0,0
268940,373,6,0,5,59,443
268943,353,2,0,9,35,399
268945,213,0,0,0,88,301
268948,175,0,97,0,0,272
268951,598,18,144,17,215,992
268952,491,6,0,8,125,630
268953,238,47,0,31,81,397
268954,170,0,144,4,2,320
268955,455,4,142,10,80,691
268956,406,8,143,4,40,601
268957,31,2,144,0,1,178
268962,456,12,0,7,167,642
268964,612,9,0,14,138,773
268965,267,0,280,0,7,554
268971,440,9,0,1,87,537
268972,311,1,143,1,43,499
268976,1780,47,144,28,429,2428
268978,602,16,0,13,213,844
268980,518,1,0,0,9,528
268981,315,3,0,4,84,406
268983,508,43,143,44,311,1049
268984,535,17,0,17,160,729
268985,431,28,0,28,181,668
268987,389,6,0,3,38,436
268988,186,35,0,15,50,286
268990,580,12,430,18,240,1280
268991,304,1,0,1,76,382
268993,311,22,0,12,212,557
268994,161,17,288,3,6,475
268995,375,3,141,1,55,575
268996,370,1,143,1,9,524
268997,237,1,144,7,10,399
268999,412,63,262,17,81,835
269000,105,1,144,3,4,257
269004,455,48,0,12,71,586
269006,450,10,287,11,147,905
269007,75,1,0,1,70,147
269008,365,7,0,8,14,394
269009,276,2,0,1,9,288
269015,273,1,0,1,77,352
269016,407,2,143,20,48,620
269018,324,0,143,0,3,470
269019,410,3,144,1,18,576
269022,287,16,0,14,75,392
269023,175,4,144,0,5,328
269024,406,4,0,7,65,482
269025,431,2,0,2,54,489
269029,500,22,233,4,89,848
26903,0,0,0,0,0,0
269031,494,7,0,5,105,611
269033,402,1,143,1,7,554
269034,329,23,0,2,29,383
269035,268,2,0,2,13,285
269037,235,7,144,8,44,438
269039,475,16,107,19,213,830
269040,190,0,0,0,1,191
269043,181,0,0,4,47,232
269044,279,6,0,19,130,434
269046,505,30,144,34,133,846
269047,272,1,0,1,14,288
269050,378,0,144,6,14,542
269051,0,58,0,0,0,58
269055,408,2,0,0,41,451
269056,272,11,0,5,35,323
269057,392,4,288,11,87,782
269058,188,1,0,0,13,202
269059,548,31,0,21,110,710
269060,490,22,144,14,197,867
269062,174,2,0,1,11,188
269063,512,2,0,14,121,649
269064,531,1,0,0,3,535
269065,570,2,144,15,193,924
269067,305,2,0,0,3,310
269068,476,6,0,1,48,531
269071,205,1,0,4,2,212
269073,850,7,0,2,121,980
269074,419,10,0,8,74,511
269076,128,2,0,0,3,133
269079,256,2,0,0,3,261
269081,496,8,0,8,110,622
269084,279,36,0,5,59,379
269089,439,1,0,4,24,468
26909,0,0,0,0,0,0
269092,203,120,0,29,116,468
269093,455,9,0,2,107,573
269094,308,30,143,17,240,738
269096,382,6,431,9,89,917
269097,406,6,0,1,33,446
269098,174,1,143,2,0,320
269100,408,2,0,1,54,465
269105,433,1,0,0,18,452
269109,509,27,0,15,79,630
269110,217,51,145,14,96,523
269112,281,1,0,1,25,308
269114,388,2,287,1,44,722
269116,260,6,0,10,70,346
269118,588,40,0,20,256,904
269121,201,15,0,6,72,294
269122,281,33,0,27,62,403
269123,221,6,284,7,148,666
269125,340,0,144,20,23,527
269126,350,0,0,4,29,383
269127,591,5,144,9,124,873
269129,190,1,0,0,3,194
269130,221,0,143,0,4,368
269131,445,9,144,17,22,637
269134,40,1,0,4,6,51
269135,83,18,0,20,12,133
269136,337,2,0,0,5,344
269137,390,1,144,2,13,550
269138,432,9,0,3,272,716
269139,467,25,144,12,63,711
269140,566,25,287,7,126,1011
269141,456,1,0,0,32,489
269142,398,25,286,0,3,712
269143,454,1,141,6,106,708
269144,9,0,0,0,0,9
269145,493,4,136,24,68,725
269147,158,4,0,0,19,181
269149,166,1,0,0,6,173
269150,280,0,0,21,22,323
269151,461,17,147,14,181,820
269153,168,14,192,6,40,420
269154,400,3,14,5,23,445
269155,547,5,285,8,51,896
269156,361,6,35,4,19,425
269161,333,49,0,34,177,593
269164,244,53,143,15,103,558
269166,2,0,144,0,0,146
269168,449,2,145,3,26,625
269169,241,1,143,1,106,492
269170,503,15,139,16,194,867
269173,301,0,0,0,9,310
269179,552,30,0,20,174,776
269181,417,6,143,9,68,643
269182,533,19,0,27,205,784
269183,217,49,144,11,83,504
269184,396,8,144,14,101,663
269186,190,28,0,8,69,295
269189,428,6,0,5,137,576
26919,0,0,28,19,0,47
269192,163,12,0,9,13,197
269193,426,21,0,8,58,513
269195,453,5,0,3,115,576
269196,750,5,143,28,163,1089
269197,623,46,0,17,82,768
269199,577,7,0,22,140,746
269200,255,2,0,1,38,296
269201,302,59,0,12,135,508
269202,79,2,0,0,8,89
269203,144,1,0,0,1,146
269204,133,35,0,11,57,236
269206,585,46,0,16,202,849
269207,489,6,0,10,205,710
269208,235,42,0,7,81,365
269210,340,6,39,2,41,428
269211,94,10,287,0,22,413
269214,155,17,0,1,68,241
269215,446,24,0,22,238,730
269219,0,0,0,0,0,0
269220,452,55,0,31,257,795
269221,277,1,0,1,7,286
269222,493,25,0,7,131,656
269223,567,5,0,6,115,693
269225,65,1,0,1,85,152
269226,372,21,0,11,123,527
269227,8,0,35,0,0,43
26923,0,0,0,0,0,0
269230,464,18,0,14,154,650
269231,589,3,0,1,15,608
269232,390,5,0,6,45,446
269236,181,6,0,7,42,236
269237,308,24,0,0,11,343
269239,439,10,0,13,145,607
269240,182,1,0,1,6,190
269241,158,7,0,0,5,170
269243,586,1,0,4,75,666
269244,436,40,0,8,43,527
269246,263,36,0,26,205,530
269248,414,1,0,4,4,423
269249,621,19,0,24,113,777
269250,463,40,0,45,323,871
269251,375,15,143,38,110,681
269252,466,19,144,6,156,791
269253,311,2,0,14,14,341
269254,465,6,144,15,28,658
269256,394,5,0,11,136,546
269258,269,1,0,0,56,326
269261,533,16,0,4,33,586
269262,344,0,0,0,13,357
269263,313,0,0,0,4,317
269264,318,38,0,33,80,469
269265,201,1,0,0,4,206
269267,252,3,0,4,134,393
269268,339,0,0,4,12,355
269269,450,1,144,11,53,659
269271,340,1,0,1,13,355
269272,605,2,0,0,106,713
269275,532,1,0,0,15,548
269278,151,13,0,11,7,182
269281,459,2,0,8,67,536
269285,286,13,0,12,235,546
269286,312,2,0,1,65,380
269288,311,1,0,3,45,360
269290,432,1,144,5,45,627
269291,129,1,0,11,54,195
269293,399,11,0,11,162,583
269294,227,15,0,4,77,323
269295,418,1,0,9,46,474
269298,317,0,0,4,72,393
269299,210,1,0,8,44,263
269300,553,9,0,10,157,729
269302,83,2,0,0,2,87
269304,480,31,0,22,146,679
269305,452,0,0,2,158,612
269308,340,14,0,7,34,395
269310,574,16,0,26,182,798
269311,240,26,0,4,82,352
269312,327,35,0,16,202,580
269313,392,6,0,5,75,478
269314,270,8,0,8,65,351
269315,452,10,287,10,164,923
269316,217,6,0,14,52,289
269317,547,74,0,14,211,846
269318,114,3,144,1,6,268
269319,62,2,0,14,75,153
26932,3,0,81,0,0,84
269321,436,33,0,4,59,532
269322,282,67,144,16,178,687
269325,543,2,0,9,82,636
269327,138,48,0,34,40,260
269328,490,1,0,10,51,552
269329,15,0,0,0,1,16
269331,468,45,143,16,92,764
269333,509,12,0,4,207,732
269334,431,1,6,5,28,471
269335,359,0,143,0,4,506
269337,453,12,0,23,178,666
269338,396,9,0,24,47,476
269339,366,0,0,1,112,479
26934,0,0,0,0,0,0
269340,357,5,0,11,96,469
269343,494,2,0,7,84,587
269344,223,44,0,5,69,341
269345,651,35,0,23,260,969
269347,409,1,0,4,18,432
269348,423,4,0,7,77,511
26935,1472,69,61,2,487,2091
269351,566,12,0,19,101,698
269352,493,2,0,9,28,532
269353,248,25,0,4,107,384
269355,615,39,0,27,222,903
269356,179,0,0,0,1,180
269359,450,7,278,18,84,837
269360,391,35,0,31,80,537
269363,389,2,0,1,16,408
269364,342,31,144,22,99,638
269366,462,13,0,24,149,648
269368,459,7,0,12,198,676
269369,576,5,0,18,138,737
269370,478,39,0,31,146,694
269372,442,9,0,2,207,660
269374,408,4,0,18,25,455
269377,463,22,136,7,147,775
269378,377,26,135,10,125,673
269380,314,7,144,1,16,482
269381,45,0,143,0,0,188
269383,226,42,0,23,74,365
269385,631,19,0,20,218,888
269386,371,4,9,7,148,539
269387,310,0,139,1,3,453
269388,149,5,0,1,14,169
269389,413,2,144,3,82,644
269391,327,7,8,5,43,390
269393,151,0,144,0,6,301
269394,0,1,0,0,1,2
269396,518,22,271,4,29,844
269399,321,3,0,12,39,375
269401,472,24,0,13,91,600
269402,376,3,143,0,17,539
269403,392,6,0,10,208,616
269405,536,10,277,12,207,1042
269407,263,4,0,0,36,303
269409,189,39,143,28,100,499
269413,8,1,141,1,14,165
269414,449,6,13,10,87,565
269415,216,1,139,0,3,359
269416,153,70,132,16,100,471
269417,267,3,143,6,17,436
269419,108,1,128,9,33,279
269420,460,4,287,1,94,846
269422,208,2,159,1,17,387
269425,576,6,0,15,102,699
269427,508,2,0,4,46,560
269431,231,5,0,6,64,306
269434,312,10,0,15,64,401
269435,272,11,0,11,38,332
269437,437,1,0,1,5,444
269439,96,1,0,4,17,118
269442,568,5,144,7,46,770
269443,417,4,143,4,65,633
269444,294,13,143,20,135,605
269445,345,1,0,1,28,375
269446,362,1,0,0,3,366
269447,368,4,0,6,85,463
269449,88,0,0,6,8,102
269450,371,2,143,0,25,541
269452,372,1,0,6,51,430
269453,563,10,141,13,156,883
269455,374,0,0,0,31,405
269456,317,7,32,1,0,357
269457,211,4,120,5,11,351
269459,616,31,246,7,67,967
269460,314,0,0,1,9,324
269462,435,23,0,25,172,655
269463,62,2,0,0,13,77
269464,266,0,0,0,60,326
269467,878,3,145,1,29,1056
269468,433,3,2,5,0,443
269469,208,2,0,1,49,260
269471,318,12,0,14,64,408
269472,473,0,46,0,36,555
269474,424,25,0,31,192,672
269475,401,1,143,3,65,613
269476,509,7,0,12,81,609
269477,267,45,143,27,71,553
269479,408,3,139,6,52,608
269483,190,1,143,1,23,358
269484,406,0,0,4,3,413
269487,510,4,0,1,24,539
269488,148,66,0,13,67,294
269489,256,3,0,8,53,320
26949,0,0,0,0,0,0
269493,359,1,144,0,194,698
269494,191,4,287,24,9,515
269495,132,10,185,36,17,380
269496,303,7,44,11,33,398
269500,429,0,0,0,20,449
269501,375,4,0,17,85,481
269502,199,0,0,0,2,201
269505,466,7,143,3,152,771
269506,204,63,0,26,96,389
269507,323,2,143,4,39,511
269509,398,38,360,18,91,905
269511,490,1,282,14,113,900
269512,527,3,400,20,124,1074
269513,598,7,0,2,128,735
269515,563,7,144,6,201,921
269516,264,6,15,3,83,371
269517,390,6,131,9,67,603
269520,343,0,141,1,22,507
269523,477,2,287,5,233,1004
269524,207,40,197,7,64,515
269525,47,17,0,7,16,87
269526,590,11,143,21,73,838
269528,120,19,0,1,48,188
269529,503,18,287,17,234,1059
269533,445,8,0,20,137,610
269535,516,4,143,8,101,772
269537,106,5,0,1,2,114
269540,499,1,286,1,16,803
269542,209,41,143,19,71,483
269545,395,2,276,0,242,915
269547,588,20,4,20,147,779
269552,462,5,143,5,60,675
269553,240,39,144,22,83,528
269554,614,42,143,17,278,1094
269555,28,1,0,0,0,29
269557,386,2,141,1,1,531
269564,412,2,282,1,19,716
269565,132,12,0,2,6,152
269566,487,0,0,0,14,501
269568,595,10,268,9,203,1085
269569,599,11,2,21,181,814
269570,349,16,89,4,74,532
269571,526,3,280,11,133,953
269572,527,21,143,29,261,981
269574,544,1,144,3,33,725
269575,452,0,143,3,17,615
269576,205,2,49,0,10,266
269578,163,17,142,6,53,381
269579,444,13,0,8,67,532
269580,235,3,0,3,15,256
269583,264,0,0,2,12,278
269584,489,1,284,3,57,834
269585,352,0,102,2,17,473
269587,440,3,269,1,93,806
269588,211,7,143,20,60,441
269597,286,32,154,29,179,680
269598,562,21,270,10,304,1167
269599,392,1,144,5,163,705
269600,233,1,0,9,5,248
269601,619,13,144,17,115,908
269606,347,1,0,0,12,360
269612,196,0,19,0,5,220
269614,414,1,0,0,32,447
269615,529,69,286,23,162,1069
269616,128,45,0,12,63,248
269617,469,10,144,8,94,725
269619,589,16,0,28,151,784
269620,194,0,143,0,2,339
269622,747,79,0,27,377,1230
269624,585,14,282,16,139,1036
269625,130,2,0,1,17,150
269626,357,0,141,7,20,525
269627,292,1,0,1,14,308
269628,466,21,143,11,157,798
269630,527,10,294,9,96,936
269631,121,2,92,0,14,229
269632,363,25,0,20,172,580
269635,484,16,0,13,69,582
269636,712,17,144,16,332,1221
269637,156,39,286,6,30,517
269639,608,1,282,0,363,1254
269640,473,21,114,30,312,950
269641,579,6,2,1,86,674
269642,230,0,0,13,13,256
269643,531,3,283,13,137,967
269644,399,6,137,1,64,607
269649,245,0,282,0,5,532
269650,383,3,132,2,14,534
269654,243,5,139,29,111,527
269656,512,11,422,11,82,1038
269657,112,2,0,3,4,121
269661,158,1,2,15,12,188
269662,422,40,145,25,266,898
269664,140,0,141,4,7,292
269665,481,4,134,14,97,730
269667,631,7,376,13,254,1281
269668,179,29,141,26,67,442
269670,465,62,0,13,115,655
269672,298,2,0,1,2,303
269673,465,6,0,16,68,555
269674,711,21,287,19,309,1347
269676,440,2,0,0,18,460
269677,584,4,0,5,82,675
269680,197,48,0,14,78,337
269681,16,0,0,0,0,16
269682,272,15,0,10,117,414
269683,583,10,0,8,153,754
269684,462,73,0,49,254,838
269685,530,21,0,15,185,751
269686,523,7,0,1,64,595
269687,561,5,143,13,72,794
269688,174,3,0,14,30,221
269690,447,9,0,1,17,474
269691,432,5,0,0,87,524
269692,352,0,0,1,197,550
269693,102,5,0,9,12,128
269698,507,8,147,1,49,712
269700,230,48,287,21,55,641
269703,303,9,0,10,56,378
269705,427,5,184,2,120,738
269706,519,3,141,0,35,698
269707,366,8,0,4,62,440
269708,490,7,286,24,127,934
269714,509,22,286,23,225,1065
269715,628,28,0,25,191,872
269717,376,3,0,0,21,400
269720,451,32,286,23,158,950
269723,337,1,0,2,27,367
269725,317,9,267,2,21,616
269726,198,1,0,0,18,217
269733,618,331,443,68,303,1763
269747,158,82,0,1,34,275
269748,315,13,0,15,97,440
269752,171,52,0,11,3,237
269754,139,38,0,1,17,195
269757,117,24,0,11,20,172
269759,315,79,0,27,77,498
269762,144,54,0,10,12,220
269767,136,36,0,4,11,187
269768,364,108,0,8,63,543
269776,125,34,144,2,15,320
269778,151,97,130,7,27,412
269779,302,99,144,20,27,592
269781,150,95,0,10,39,294
269783,423,9,141,8,159,740
269785,0,6,0,0,0,6
269793,178,26,144,1,15,364
269794,160,1,0,3,22,186
269795,145,82,0,9,12,248
2698,0,0,0,0,0,0
269802,170,90,144,12,13,429
269808,121,58,0,4,10,193
269809,54,1,144,0,2,201
269814,106,56,0,15,17,194
269818,157,88,144,8,31,428
269819,157,68,131,3,20,379
269823,131,56,143,7,12,349
269828,146,90,0,7,46,289
269833,290,143,148,9,47,637
269847,149,62,100,8,22,341
269849,1,15,132,10,0,158
269854,123,84,144,4,23,378
269858,163,81,138,1,17,400
269860,68,58,129,5,1,261
269870,168,115,0,13,32,328
269872,78,21,2,5,3,109
269873,118,31,4,0,3,156
269874,167,99,8,11,37,322
269878,447,21,145,5,62,680
269886,151,16,0,5,12,184
269887,266,0,0,0,4,270
269890,165,77,0,5,33,280
269897,178,106,144,14,44,486
269905,268,2,265,2,1,538
269906,40,147,144,27,9,367
269909,173,81,144,9,36,443
269910,129,34,0,6,30,199
269911,90,25,129,0,3,247
269912,143,75,74,11,20,323
269915,149,39,6,2,8,204
269917,159,75,0,12,30,276
269924,272,93,100,12,28,505
269929,94,24,13,1,10,142
269932,630,5,172,9,81,897
269933,55,10,144,2,1,212
269943,167,96,140,14,38,455
269944,95,38,0,6,15,154
269949,142,14,141,0,8,305
269952,155,71,0,14,27,267
269957,1,0,0,0,2,3
269968,129,46,144,7,5,331
269970,48,2,96,0,1,147
269976,199,2,0,7,5,213
269978,0,0,0,0,1,1
269979,49,7,0,1,5,62
269987,158,22,144,0,1,325
269988,56,37,127,7,7,234
269993,213,50,144,3,17,427
269995,0,12,0,1,0,13
269996,139,66,0,8,19,232
27,1305,1,4,1,51,1362
270,0,0,0,0,0,0
270000,37,13,144,6,1,201
270002,177,86,89,1,23,376
270004,199,49,143,8,38,437
270008,16,0,0,0,1,17
270011,168,77,0,0,32,277
270015,166,104,144,16,38,468
270017,41,0,0,0,0,41
270021,294,107,0,13,6,420
270024,72,38,141,5,10,266
270029,4,0,0,0,1,5
270034,154,45,0,5,40,244
270041,160,81,40,7,29,317
270047,149,57,143,7,15,371
27005,0,0,0,0,0,0
270052,640,4,0,1,44,689
270053,149,72,144,11,24,400
270060,100,24,141,2,5,272
270063,146,36,0,2,9,193
270070,259,102,128,16,36,541
